Property Name,Property Id,Breadcrumbs,Price,Image URL,Description,Seller Name,Location,Property Type,Bathrooms,Bedrooms,Property URL
കാലി ഫ്ലാറ്റ് കീശ കാലി ആകില്ല,1667217713,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'കാലി ഫ്ലാറ്റ് കീശ കാലി ആകില്ല']","{'amount': '19', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/gwat1haux0i2-IN/image;s=850x0,കേരളത്തിലെ ഏത് ജില്ലകൾ നോക്കുകയാണെങ്കിൽ ഉം ഈ സിറ്റി അതിൽ കൂടുതൽ വാടക ചോദിക്കുന്ന ഒരു സിറ്റിയാണ്.,Brokees,"Thondayad, Kozhikode, Kerala",Apartments,2,2,https://www.olx.in/item/-iid-1667217713
ഇഷ്ടമുള്ള വീട് നൽകാം,1667012872,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'ഇഷ്ടമുള്ള വീട് നൽകാം']","{'amount': '22', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/3yme25kv3d0r3-IN/image;s=850x0,കോഴിക്കോട് നഗരത്തിൽ വാടകയ്ക്ക് ഒരു വീട് കണ്ടെത്തുക ഇനി എളുപ്പമുള്ള കാര്യമാണ്. Get your appointment now,Brokees,"Thondayad, Kozhikode, Kerala",Houses & Villas,3,3,https://www.olx.in/item/-iid-1667012872
സുന്ദരിയായ ഒരു ഫ്ലാറ്റ് അങ്ങട് തന്നേക്കാം,1634961207,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'സുന്ദരിയായ ഒരു ഫ്ലാറ്റ് അങ്ങട് തന്നേക്കാം']","{'amount': '25', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/vgj2vmpanivv1-IN/image;s=850x0,"സുന്ദരിയായ ഒരു ഫ്ലാറ്റ് അങ്ങട് തന്നേക്കാം ,വന്നോളൂ",Brokees,"Thondayad, Kozhikode, Kerala",Apartments,2,2,https://www.olx.in/item/-iid-1634961207
സുന്ദരി ഫ്ലാറ്റിനു ആളുണ്ടോ ?,1634959491,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'സുന്ദരി ഫ്ലാറ്റിനു ആളുണ്ടോ ?']","{'amount': '28', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/lhy0c0mbok0d2-IN/image;s=850x0,Looking for a rental flat in Kochi? ,Brokees,"Thondayad, Kozhikode, Kerala",Apartments,2,2,https://www.olx.in/item/-iid-1634959491
കാലി ഫ്ലാറ്റുകൾ കീശ കാലിയാകില്ല,1634683785,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'കാലി ഫ്ലാറ്റുകൾ കീശ കാലിയാകില്ല']","{'amount': '20', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/3pnk8gds2vap1-IN/image;s=850x0,"ഫർണിച്ചർ ഒക്കെ കയ്യിലുണ്ടെങ്കിൽ പിന്നെ നല്ലൊരു കാലി ഫ്ലാറ്റ് എടുക്കണതല്ലേ ചേട്ടാ നല്ലത് ? കിച്ചൻ ക്യാബിനറ്റും , വാർഡ്രോബ് എന്നിവ മാത്രം ഉള്ള ഫ്ലാറ്റ് ആണെങ്കിൽ വാടകയും നല്ല രീതിയിൽ കുറയും . ",Brokees,"Thondayad, Kozhikode, Kerala",Apartments,2,2,https://www.olx.in/item/-iid-1634683785
സിമ്പിൾ ആയൊരു ഫ്ലാറ്റ് നൽകാം,1634602966,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'സിമ്പിൾ ആയൊരു ഫ്ലാറ്റ് നൽകാം']","{'amount': '25', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/k4m5togg36vk1-IN/image;s=850x0,അധികം വെച്ച് കെട്ടലൊന്നും ഇല്ലാത്ത സിമ്പിൾ ആയ ഒരു ഫ്ലാറ്റ് വാടകയ്ക്ക് എടുക്കാം . ,Brokees,"Thondayad, Kozhikode, Kerala",Apartments,2,2,https://www.olx.in/item/-iid-1634602966
ഫ്രീയായി നിൽകാം ചേട്ടാ. പണയഫ്ളാറ്റുകൾ നോക്കാം,1628132168,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'ഫ്രീയായി നിൽകാം ചേട്ടാ. പണയഫ്ളാറ്റുകൾ നോക്കാം']","{'amount': '17', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/wm8j9uvjsl782-IN/image;s=850x0,Looking for an lease and rental Flat in kozhikode? ,Brokees,"Thondayad, Kozhikode, Kerala",Apartments,3,3,https://www.olx.in/item/-iid-1628132168
സുഖമായി താമസിക്കാൻ രസമുള്ള ഒരു ഫ്ലാറ്റ്,1735329804,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'സുഖമായി താമസിക്കാൻ രസമുള്ള ഒരു ഫ്ലാറ്റ്']","{'amount': '25', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/kiewp53pmygd1-IN/image;s=850x0,Get your appointment with brokees now,Brokees,"Thondayad, Kozhikode, Kerala",Apartments,2,2,https://www.olx.in/item/-iid-1735329804
കിടിലൻ ഫ്ലാറ്റിൽ താമസിക്കാം,1735101517,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'കിടിലൻ ഫ്ലാറ്റിൽ താമസിക്കാം']","{'amount': '18', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/q563n05373sl2-IN/image;s=850x0,ഓടിനടക്കാൻ സ്വകാര്യമുള്ള 2ബെഡ്‌റൂം ഫ്ലാറ്റ് അങ്ങട് തരും,Brokees,"Thondayad, Kozhikode, Kerala",Apartments,2,2,https://www.olx.in/item/-iid-1735101517
ഓടിനടക്കാൻ സ്വകാര്യമുള്ള 2ബെഡ്‌റൂം ഫ്ലാറ്റ് അങ്ങട് തരും,1735009824,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'ഓടിനടക്കാൻ സ്വകാര്യമുള്ള 2ബെഡ്\u200cറൂം ഫ്ലാറ്റ് അങ്ങട് തരും']","{'amount': '20', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/lulh7bmf3go11-IN/image;s=850x0,ഓടിനടക്കാൻ സ്വകാര്യമുള്ള  ഫ്ലാറ്റ് അങ്ങട് തരും,Brokees,"Thondayad, Kozhikode, Kerala",Apartments,2,3,https://www.olx.in/item/2--iid-1735009824
ചെറിയ കുടുംബത്തിന് ചെറിയ വീട് പോരേ ചേട്ടാ,1671139972,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'ചെറിയ കുടുംബത്തിന് ചെറിയ വീട് പോരേ ചേട്ടാ']","{'amount': '20', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/n3v7y505vh22-IN/image;s=850x0,ചെറിയൊരു കുടുംബം ആണെങ്കിൽ പിന്നെ എന്തിനാ ചേട്ടാ വലിയൊരു വീട്?  ഒരു ഒതുക്കമുള്ള ചെറിയ വീടുകൾ ഒരുപാട് കോഴിക്കോട് നഗരത്തിൽ വാടക കൊടുക്കാൻ ഉണ്ട് ഞങ്ങൾ നിങ്ങളുടെ വിരൽത്തുമ്പിൽ എത്തിച്ചു നൽകാം,Brokees,"Thondayad, Kozhikode, Kerala",Houses & Villas,3,3,https://www.olx.in/item/-iid-1671139972
"വൃത്തി,ഭംഗി എന്നിവ ഒരുമിക്കുന്ന ഫ്ലാറ്റ് നോക്കാം",1665319965,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'വൃത്തി,ഭംഗി എന്നിവ ഒരുമിക്കുന്ന ഫ്ലാറ്റ് നോക്കാം']","{'amount': '29', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/6u1o5ihvf0p63-IN/image;s=850x0,Get your appointment now,Brokees,"Thondayad, Kozhikode, Kerala",Apartments,4,3,https://www.olx.in/item/-iid-1665319965
പുത്തൻ വീട്ടിൽ ആദ്യ താമസക്കാരാവണോ ?,1634432458,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'പുത്തൻ വീട്ടിൽ ആദ്യ താമസക്കാരാവണോ ?']","{'amount': '22', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/aqy3tak8g1af-IN/image;s=850x0,Looking for a rental option in calicut city ? ,Brokees,"Thondayad, Kozhikode, Kerala",Houses & Villas,4,4,https://www.olx.in/item/-iid-1634432458
"Rental House ഇനി വിരൽ തുമ്പിൽ ,Brokees",1634417325,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Rental House ഇനി വിരൽ തുമ്പിൽ ,Brokees']","{'amount': '20', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/ckvlhdfrs876-IN/image;s=850x0,വാടക വീടും തപ്പി ഇങ്ങനെ ദിവസവും കുടുംബവുമൊത്ത് അലയാം എന്നാണോ ചേട്ടാ വിചാരിച്ചിരിക്കുന്നെ ?  അപകടമാണ് .  കൊറോണ അതീവ അപകടകാരിയും .,Brokees,"Thondayad, Kozhikode, Kerala",Houses & Villas,3,4,https://www.olx.in/item/rental-house-brokees-iid-1634417325
വാടക വീടിനു അവസാന വാക്ക് Brokees,1634370198,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'വാടക വീടിനു അവസാന വാക്ക് Brokees']","{'amount': '20', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/q0t9vjyf098r1-IN/image;s=850x0,വാടക വീടും തപ്പി ഇങ്ങനെ ദിവസവും കുടുംബവുമൊത്ത് അലയാം എന്നാണോ ചേട്ടാ വിചാരിച്ചിരിക്കുന്നെ ?  അപകടമാണ് .  കൊറോണ അതീവ അപകടകാരിയും .,Brokees,"Thondayad, Kozhikode, Kerala",Houses & Villas,3,4,https://www.olx.in/item/brokees-iid-1634370198
സുന്ദരനായ വീടുകൾ  വീട്ടമ്മയെ തേടുന്നു,1634230482,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'സുന്ദരനായ വീടുകൾ  വീട്ടമ്മയെ തേടുന്നു']","{'amount': '24', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/alelxtzf39jk1-IN/image;s=850x0,വാടകയ്ക്ക് വീട് തപ്പി ഈ കൊറോണ സമയത്തു അലഞ്ഞു ചുമ്മാ രോഗം വരുത്തണോ ചേട്ടാ ?? ,Brokees,"Thondayad, Kozhikode, Kerala",Houses & Villas,3,3,https://www.olx.in/item/-iid-1634230482
വീട്ടുകാരാക്കാൻ കൊതിപ്പിക്കും വീടുകൾ നോക്കാം,1634218056,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'വീട്ടുകാരാക്കാൻ കൊതിപ്പിക്കും വീടുകൾ നോക്കാം']","{'amount': '21', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/bz13cs8fje003-IN/image;s=850x0,Looking for rental option in city . ??,Brokees,"Thondayad, Kozhikode, Kerala",Houses & Villas,3,4,https://www.olx.in/item/-iid-1634218056
"കുഞ്ഞു കുടുംബം ,കുഞ്ഞു വാടക വീട്",1629698862,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'കുഞ്ഞു കുടുംബം ,കുഞ്ഞു വാടക വീട്']","{'amount': '20', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/d7exmfjxedmy2-IN/image;s=850x0,Looking for a House for rent in calicut city? ,Brokees,"Thondayad, Kozhikode, Kerala",Houses & Villas,3,3,https://www.olx.in/item/-iid-1629698862
വാടകയേക്കാൾ നല്ലത് പണയ വീടുകളല്ലേ ? കാരണോരു പറഞ്ഞതാ,1626406346,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'വാടകയേക്കാൾ നല്ലത് പണയ വീടുകളല്ലേ ? കാരണോരു പറഞ്ഞതാ']","{'amount': '15', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/h1uuychdljcr-IN/image;s=850x0,Looking for an rental / Lease House  in kozhikode? ,Brokees,"Thondayad, Kozhikode, Kerala",Houses & Villas,3,4,https://www.olx.in/item/-iid-1626406346
1ബെഡ്‌റൂം ഫ്ലാറ്റ് ലാൻഡ്മാർക്കിൽ തരാം,1739329659,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '1ബെഡ്\u200cറൂം ഫ്ലാറ്റ് ലാൻഡ്മാർക്കിൽ തരാം']","{'amount': '20', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/2cmzu66602xw2-IN/image;s=850x0,Get your appointment with brokees today,Brokees,"Thondayad, Kozhikode, Kerala",Apartments,1,1,https://www.olx.in/item/1--iid-1739329659
കേമൻ ഫ്ലാറ്റുകൾ കാണാം,1739329499,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'കേമൻ ഫ്ലാറ്റുകൾ കാണാം']","{'amount': '26', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/rwzrwx05xahs1-IN/image;s=850x0,Get your appointment with brokees,Brokees,"Thondayad, Kozhikode, Kerala",Apartments,2,2,https://www.olx.in/item/-iid-1739329499
ചെറുത് ആണേലും അടിപൊളി ആയി താമസിക്കാം,1735331701,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'ചെറുത് ആണേലും അടിപൊളി ആയി താമസിക്കാം']","{'amount': '16', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/atr546dsfpq03-IN/image;s=850x0,Get your appointment with brokees now,Brokees,"Thondayad, Kozhikode, Kerala",Apartments,1,1,https://www.olx.in/item/-iid-1735331701
അടിപൊളി ഫ്ലാറ്റിൽ താമസിക്കാം,1735330617,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'അടിപൊളി ഫ്ലാറ്റിൽ താമസിക്കാം']","{'amount': '24', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/nxtivghrtacu3-IN/image;s=850x0,Get your appointment with brokees now,Brokees,"Thondayad, Kozhikode, Kerala",Apartments,3,3,https://www.olx.in/item/-iid-1735330617
"വേഗം എടുത്തോളൂ, അല്ലേൽ കയ്യിന്നു പോവും",1739329989,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'വേഗം എടുത്തോളൂ, അല്ലേൽ കയ്യിന്നു പോവും']","{'amount': '30', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/6tev4m7he6jb2-IN/image;s=850x0,Get u r  appointment now,Brokees,"Thondayad, Kozhikode, Kerala",Apartments,2,2,https://www.olx.in/item/-iid-1739329989
3bhk independent house for Rent at Malaparamba,1744259192,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Malaparamba', '3bhk independent house for Rent at Malaparamba']","{'amount': '25', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/jjfwq9jof6y62-IN/image;s=850x0,3bhk independent house for Rent at Malaparamba ,Endlessproperties,"Malaparamba, Kozhikode, Kerala",Houses & Villas,3,3,https://www.olx.in/item/3bhk-independent-house-for-rent-at-malaparamba-iid-1744259192
2bhk Newly constructed apartment for Rent at kattukulangara,1744257760,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Olavanna', 'For Rent: Houses & Apartments in Poovangal', '2bhk Newly constructed apartment for Rent at kattukulangara']","{'amount': '18', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/socqch6tmnje2-IN/image;s=850x0,2bhk semi furnished  flat for Rent at kattukulangara,Endlessproperties,"Poovangal, Olavanna, Kerala",Apartments,2,2,https://www.olx.in/item/2bhk-newly-constructed-apartment-for-rent-at-kattukulangara-iid-1744257760
2 BHK PREMIUM FULLY FURNISHED FLAT FOR RENT NEAR MANKAVU,1738329235,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Mankavu', '2 BHK PREMIUM FULLY FURNISHED FLAT FOR RENT NEAR MANKAVU']","{'amount': '25', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/ecrad0hsapw7-IN/image;s=850x0,Branded flat for rent & sale available in Calicut,PROPERTY HUB,"Mankavu, Kozhikode, Kerala",Apartments,2,2,https://www.olx.in/item/2-bhk-premium-fully-furnished-flat-for-rent-near-mankavu-iid-1738329235
അപ്പാർട്ട്മെന്റ്  കോവൂർ വാടകയ്ക്ക്,1744243139,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kovoor', 'അപ്പാർട്ട്മെന്റ്  കോവൂർ വാടകയ്ക്ക്']","{'amount': '8', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/vkalo4qdb2w1-IN/image;s=850x0,ഗ്രൗണ്ട് ഫ്ലോർ,Harish PK,"Kovoor, Kozhikode, Kerala",Apartments,1,2,https://www.olx.in/item/-iid-1744243139
സിംഗിൾ  വീട് വാടകയ്ക്ക് ചേവായൂർ,1744242898,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayoor', 'സിംഗിൾ  വീട് വാടകയ്ക്ക് ചേവായൂർ']","{'amount': '10', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/bq0ugqvsoxju2-IN/image;s=850x0,ഒരു റൂം അറ്റാച്ച്ഡ് ബാത്റൂം,Harish PK,"Chevayoor, Kozhikode, Kerala",Houses & Villas,2,3,https://www.olx.in/item/-iid-1744242898
Ac and non ac rooms available just away from hilite mall palazhi,1744239221,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Olavanna', 'For Rent: Houses & Apartments in Poovangal', 'Ac and non ac rooms available just away from hilite mall palazhi']","{'amount': '8', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/5vp4iuxbq7sc-IN/image;s=850x0,Ac and non ac rooms available just away from hilite mall palazhi,Aboobacker p,"Poovangal, Olavanna, Kerala",Apartments,2,2,https://www.olx.in/item/ac-and-non-ac-rooms-available-just-away-from-hilite-mall-palazhi-iid-1744239221
Fully furnished studio flat for rent,1744235717,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Fully furnished studio flat for rent']","{'amount': '18', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/rcdhugqgxlfv3-IN/image;s=850x0,Fully furnished studio flat for rent in Landmark world. Near cyber bark and business park. Suitable for bachelor's and couples,HI-LANDS RENTALS & RESALES,"Thondayad, Kozhikode, Kerala",Apartments,1,1,https://www.olx.in/item/fully-furnished-studio-flat-for-rent-iid-1744235717
Room for rent,1744232826,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in N G O Quarter', 'Room for rent']","{'amount': '3', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/2whjvm4upwa13-IN/image;s=850x0,Room for rent,Arjun jagadeesh,"N G O Quarter, Kozhikode, Kerala",Houses & Villas,1,1,https://www.olx.in/item/room-for-rent-iid-1744232826
2 bhk Semifurnished flat for rent at Calicut,1740646252,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Puthiyara', '2 bhk Semifurnished flat for rent at Calicut']","{'amount': '21', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/6r1uhm52rwu3-IN/image;s=850x0,"Searching Flat for rent, we are here to help you",Big Deals,"Puthiyara, Kozhikode, Kerala",Apartments,2,2,https://www.olx.in/item/2-bhk-semifurnished-flat-for-rent-at-calicut-iid-1740646252
2 BHK BRANDED SEMI FURNISHED FLAT FOR RENT NEAR POTTAMMAL,1741516068,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Pottammal', '2 BHK BRANDED SEMI FURNISHED FLAT FOR RENT NEAR POTTAMMAL']","{'amount': '22', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/954gpzw13579-IN/image;s=850x0,branded flat for rent &sale available in calicut,PROPERTY HUB,"Pottammal, Kozhikode, Kerala",Apartments,2,2,https://www.olx.in/item/2-bhk-branded-semi-furnished-flat-for-rent-near-pottammal-iid-1741516068
4 bhk House for RENT in near Nadakkavu,1741514539,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Nadakkavu', '4 bhk House for RENT in near Nadakkavu']","{'amount': '20', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/dofnxplewbe23-IN/image;s=850x0,House for rent in near Nadakkavu - 4 bhk,"S Kumar, Vaishali properties","Nadakkavu, Kozhikode, Kerala",Houses & Villas,3,4,https://www.olx.in/item/4-bhk-house-for-rent-in-near-nadakkavu-iid-1741514539
1BHK BRANDED FULLY FURNISHED FLAT FOR RENT NEAR CHRISTIAN COLLAGE,1741512613,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Nadakkavu', '1BHK BRANDED FULLY FURNISHED FLAT FOR RENT NEAR CHRISTIAN COLLAGE']","{'amount': '20', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/qgkuof31jsvj2-IN/image;s=850x0,branded flat for sale and rent available in calicut,PROPERTY HUB,"Nadakkavu, Kozhikode, Kerala",Apartments,1,1,https://www.olx.in/item/1bhk-branded-fully-furnished-flat-for-rent-near-christian-collage-iid-1741512613
2BHK neat apartment near Chevarambalam bypass 12,1744223433,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevarambalam', '2BHK neat apartment near Chevarambalam bypass 12']","{'amount': '12', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/972wve1iw02r1-IN/image;s=850x0,2BHK apartment Chevarambalam 12,Pro Rent buy sell,"Chevarambalam, Kozhikode, Kerala",Apartments,2,2,https://www.olx.in/item/2bhk-neat-apartment-near-chevarambalam-bypass-12-iid-1744223433
Flat for lease,1744220597,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in West Hill', 'Flat for lease']","{'amount': '5', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/h1v5hembi75b1-IN/image;s=850x0,Flat for sale ,Xavier Michael,"West Hill, Kozhikode, Kerala",Apartments,1,1,https://www.olx.in/item/flat-for-lease-iid-1744220597
House for rent,1744220158,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kottuli', 'House for rent']","{'amount': '10', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/m54cq783jjbx2-IN/image;s=850x0,House for rent (first floor),Amrutha,"Kottuli, Kozhikode, Kerala",Houses & Villas,1,2,https://www.olx.in/item/house-for-rent-iid-1744220158
House for rent,1744206204,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayoor', 'House for rent']","{'amount': '30', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/ydbma9oprcnb3-IN/image;s=850x0,Near to presentation school,House for rent,"Chevayoor, Kozhikode, Kerala",Houses & Villas,2,3,https://www.olx.in/item/house-for-rent-iid-1744206204
